year,selling_price,km_driven,fuel,transmission,owner,brand,brand_model
2009,250000.0,50000.0,Petrol,manual,1,hyundai,hyundai i10
2016,585000.0,51000.0,Diesel,manual,1,mahindra,mahindra bolero
2015,500000.0,25000.0,Petrol,manual,1,hyundai,hyundai verna
2014,350000.0,30000.0,Petrol,manual,1,chevrolet,chevrolet sail
2014,495000.0,80000.0,Diesel,manual,1,honda,honda city
2017,500000.0,50000.0,Petrol,manual,1,hyundai,hyundai grand
2015,430000.0,200000.0,Diesel,manual,1,mahindra,mahindra bolero
2013,345000.0,44000.0,Petrol,manual,1,hyundai,hyundai grand
2015,500000.0,10000.0,Petrol,manual,1,maruti,maruti baleno
2019,425000.0,19600.0,Petrol,manual,1,tata,tata tiago
2005,80000.0,40000.0,Petrol,manual,1,maruti,maruti wagon
2011,106000.0,50000.0,Diesel,manual,1,chevrolet,chevrolet beat
2009,180000.0,46730.0,Petrol,manual,1,maruti,maruti a-star
2015,250000.0,40000.0,Petrol,manual,1,datsun,datsun go
2011,350000.0,80000.0,Diesel,manual,1,skoda,skoda yeti
2002,60000.0,80000.0,Petrol,manual,1,maruti,maruti zen
2018,900000.0,24000.0,Diesel,manual,1,hyundai,hyundai verna
2017,700000.0,21170.0,Diesel,manual,1,ford,ford aspire
2017,1000000.0,40000.0,Diesel,manual,1,maruti,maruti ertiga
2011,1375000.0,60000.0,Diesel,automatic,1,bmw,bmw x1
2007,160000.0,120000.0,Diesel,manual,1,chevrolet,chevrolet tavera
2012,525000.0,140000.0,Petrol,automatic,1,mitsubishi,mitsubishi outlander
2012,850000.0,212814.0,Diesel,manual,1,mahindra,mahindra xuv500
2019,800000.0,30000.0,Diesel,manual,1,maruti,maruti baleno
2017,700000.0,88635.0,Diesel,manual,1,ford,ford figo
2018,800000.0,25000.0,Diesel,manual,1,maruti,maruti swift
2017,575000.0,20000.0,Petrol,manual,1,hyundai,hyundai i20
2012,350000.0,110000.0,Diesel,manual,1,renault,renault duster
2008,250000.0,120000.0,Diesel,manual,1,maruti,maruti swift
2011,600000.0,149674.0,Diesel,manual,1,ford,ford endeavour
2007,370000.0,100000.0,Diesel,manual,1,mahindra,mahindra scorpio
2006,80000.0,120000.0,Petrol,manual,1,maruti,maruti baleno
2003,50000.0,120000.0,Diesel,manual,1,tata,tata indica
2018,900000.0,25000.0,Diesel,manual,1,hyundai,hyundai verna
2014,300000.0,35000.0,Petrol,manual,1,maruti,maruti wagon
2002,125000.0,40000.0,Petrol,manual,1,tata,tata indica
2015,490000.0,60000.0,Diesel,manual,1,maruti,maruti swift
2012,300000.0,50000.0,Diesel,manual,1,toyota,toyota etios
2013,55000.0,25000.0,Petrol,manual,1,tata,tata nano
2016,350000.0,25000.0,Petrol,manual,1,hyundai,hyundai grand
2019,755000.0,8000.0,Diesel,manual,1,hyundai,hyundai grand
2017,720000.0,60000.0,Diesel,manual,1,maruti,maruti ertiga
2006,229999.0,200000.0,Diesel,manual,1,mahindra,mahindra bolero
2018,1100000.0,20000.0,Diesel,manual,1,mahindra,mahindra scorpio
2013,400000.0,100000.0,Petrol,manual,1,volkswagen,volkswagen polo
2015,350000.0,70000.0,Diesel,manual,1,hyundai,hyundai xcent
2012,159000.0,68000.0,Diesel,manual,1,chevrolet,chevrolet beat
2017,550000.0,38000.0,Petrol,manual,1,maruti,maruti swift
2013,335000.0,80000.0,Diesel,manual,1,maruti,maruti ritz
2014,185000.0,72000.0,Cng,manual,1,tata,tata indigo
2012,229999.0,75000.0,Cng,manual,1,maruti,maruti eeco
2014,225000.0,43000.0,Petrol,manual,1,maruti,maruti estilo
2007,250000.0,120000.0,Petrol,manual,1,maruti,maruti swift
2015,400000.0,100000.0,Diesel,manual,1,tata,tata zest
2014,470000.0,163000.0,Diesel,manual,1,maruti,maruti swift
2018,300000.0,25000.0,Petrol,automatic,1,maruti,maruti alto
2011,145000.0,25000.0,Petrol,manual,1,maruti,maruti alto
2007,100000.0,90000.0,Petrol,manual,1,maruti,maruti sx4
2014,500000.0,70000.0,Diesel,manual,1,mahindra,mahindra scorpio
2010,130000.0,98000.0,Cng,manual,1,hyundai,hyundai santro
2010,240000.0,81925.0,Diesel,manual,1,chevrolet,chevrolet cruze
2013,150000.0,80000.0,Diesel,manual,1,ford,ford figo
2017,270000.0,40000.0,Petrol,manual,1,renault,renault kwid
2014,400000.0,90000.0,Diesel,manual,1,maruti,maruti swift
2012,200000.0,46000.0,Petrol,manual,1,hyundai,hyundai eon
2012,550000.0,80000.0,Diesel,manual,1,mahindra,mahindra xuv500
2018,325000.0,35000.0,Petrol,manual,1,renault,renault kwid
2017,860000.0,82080.0,Diesel,automatic,1,skoda,skoda rapid
2012,600000.0,200000.0,Diesel,manual,1,mahindra,mahindra xuv500
2009,125000.0,70000.0,Petrol,manual,1,chevrolet,chevrolet spark
2000,60000.0,40000.0,Petrol,manual,1,maruti,maruti 800
2010,300000.0,120000.0,Diesel,manual,1,chevrolet,chevrolet tavera
2007,190000.0,60000.0,Petrol,manual,1,ford,ford fiesta
2013,400000.0,110000.0,Diesel,manual,1,maruti,maruti ertiga
2011,260000.0,97000.0,Diesel,manual,1,tata,tata manza
2017,400000.0,30000.0,Petrol,manual,1,maruti,maruti swift
2010,250000.0,40000.0,Petrol,manual,1,hyundai,hyundai i20
2019,600000.0,10000.0,Petrol,manual,1,hyundai,hyundai grand
2010,175000.0,52047.0,Petrol,manual,1,maruti,maruti zen
2011,450000.0,200000.0,Diesel,manual,1,toyota,toyota innova
2019,350000.0,15000.0,Petrol,automatic,1,tata,tata tiago
2018,800000.0,50000.0,Diesel,manual,1,maruti,maruti vitara
2011,250000.0,70000.0,Petrol,manual,1,maruti,maruti swift
2019,600000.0,10000.0,Petrol,manual,1,maruti,maruti swift
2017,600000.0,90000.0,Diesel,manual,1,maruti,maruti swift
2016,130000.0,40000.0,Petrol,manual,1,maruti,maruti alto
2006,90000.0,62009.0,Petrol,manual,1,maruti,maruti wagon
2017,595000.0,33100.0,Petrol,manual,1,hyundai,hyundai i20
2014,190000.0,40000.0,Petrol,manual,1,hyundai,hyundai eon
1999,50000.0,120000.0,Petrol,manual,1,hyundai,hyundai santro
2007,95000.0,80000.0,Petrol,manual,1,maruti,maruti wagon
2016,1000000.0,70000.0,Diesel,manual,1,tata,tata safari
2006,220000.0,220000.0,Petrol,manual,1,mahindra,mahindra scorpio
2010,400000.0,50000.0,Diesel,manual,1,mahindra,mahindra bolero
2015,315000.0,45000.0,Petrol,manual,1,datsun,datsun go
2014,1000000.0,110000.0,Diesel,manual,1,toyota,toyota fortuner
2014,500000.0,49000.0,Diesel,manual,1,ford,ford ecosport
2017,500000.0,160000.0,Diesel,manual,1,mahindra,mahindra supro
2007,70000.0,180000.0,Petrol,manual,1,maruti,maruti alto
2007,105000.0,60000.0,Petrol,manual,1,maruti,maruti 800
2008,400000.0,110000.0,Diesel,manual,1,ford,ford endeavour
2004,80000.0,60000.0,Petrol,manual,1,maruti,maruti wagon
2016,300000.0,30000.0,Petrol,manual,1,maruti,maruti alto
2017,409999.0,40000.0,Diesel,manual,1,mahindra,mahindra kuv
2009,250000.0,70000.0,Petrol,manual,1,maruti,maruti swift
2010,250000.0,120000.0,Diesel,manual,1,tata,tata new
2012,215000.0,80000.0,Diesel,manual,1,maruti,maruti swift
2015,1400000.0,120000.0,Diesel,manual,1,toyota,toyota fortuner
2018,475000.0,20000.0,Petrol,manual,1,honda,honda brio
2018,475000.0,22000.0,Petrol,manual,1,honda,honda brio
2008,75000.0,35000.0,Petrol,manual,1,chevrolet,chevrolet spark
2013,200000.0,120000.0,Diesel,manual,1,chevrolet,chevrolet sail
2019,575000.0,8000.0,Petrol,manual,1,tata,tata tiago
2011,150000.0,40000.0,Diesel,manual,1,maruti,maruti ritz
2018,850000.0,10000.0,Diesel,manual,1,maruti,maruti vitara
2019,350000.0,30000.0,Petrol,manual,1,hyundai,hyundai santro
2011,550000.0,54000.0,Diesel,manual,1,ford,ford endeavour
2017,330000.0,80577.0,Petrol,manual,1,hyundai,hyundai verna
2017,1044999.0,25000.0,Diesel,manual,1,honda,honda city
2011,300000.0,127500.0,Diesel,manual,1,hyundai,hyundai verna
2015,235000.0,40903.0,Petrol,manual,1,hyundai,hyundai eon
2011,120000.0,60000.0,Petrol,manual,1,ford,ford figo
2004,130000.0,46000.0,Petrol,manual,1,maruti,maruti wagon
2004,275000.0,22288.0,Diesel,manual,1,ford,ford endeavour
2011,270000.0,180000.0,Diesel,manual,1,volkswagen,volkswagen jetta
2015,500000.0,30000.0,Diesel,manual,1,volkswagen,volkswagen polo
2015,400000.0,61690.0,Petrol,manual,1,hyundai,hyundai grand
2015,600000.0,64484.0,Petrol,manual,1,hyundai,hyundai i20
2012,1350000.0,90000.0,Diesel,automatic,1,audi,audi q5
2013,400000.0,75976.0,Diesel,manual,1,renault,renault duster
2011,220000.0,70000.0,Diesel,manual,1,ford,ford figo
2012,300000.0,85962.0,Petrol,manual,1,honda,honda brio
2018,250000.0,120000.0,Petrol,manual,1,maruti,maruti omni
2015,600000.0,120000.0,Diesel,manual,1,honda,honda mobilio
2012,285000.0,75000.0,Petrol,automatic,1,honda,honda brio
2009,350000.0,57035.0,Petrol,manual,1,honda,honda accord
2011,170000.0,70000.0,Diesel,manual,1,mahindra,mahindra bolero
2015,229999.0,45000.0,Petrol,manual,1,ford,ford figo
2013,500000.0,72104.0,Diesel,manual,1,mahindra,mahindra xuv500
