year,selling_price,km_driven,fuel,transmission,owner,brand,brand_model
2004,80000.0,60000.0,Petrol,manual,,maruti,maruti 800
2013,72000.0,25000.0,Petrol,manual,,tata,tata nano
2016,600000.0,25000.0,Petrol,manual,,hyundai,hyundai i20
2015,640000.0,23000.0,Petrol,manual,,skoda,skoda rapid
2018,380000.0,22155.0,Petrol,manual,,maruti,maruti alto
2018,650000.0,70000.0,Petrol,manual,,maruti,maruti ciaz
2009,150000.0,60000.0,Petrol,manual,,maruti,maruti alto
2009,280000.0,110000.0,Petrol,manual,,hyundai,hyundai i20
2018,430000.0,30000.0,Petrol,manual,,tata,tata nexon
2019,800000.0,15000.0,Diesel,manual,,mahindra,mahindra bolero
2003,75000.0,100000.0,Diesel,manual,,maruti,maruti zen
2016,650000.0,70000.0,Diesel,automatic,,volkswagen,volkswagen vento
2017,390000.0,24000.0,Petrol,manual,,maruti,maruti eeco
2005,100000.0,120000.0,Petrol,manual,,honda,honda city
2013,1500000.0,35000.0,Diesel,automatic,,mercedes-benz,mercedes-benz new
2007,175000.0,78380.0,Petrol,manual,,maruti,maruti sx4
2012,434999.0,110000.0,Diesel,manual,,renault,renault duster
2010,170000.0,90000.0,Diesel,manual,,ford,ford figo
2011,190000.0,90000.0,Diesel,manual,,ford,ford figo
2009,250000.0,150000.0,Diesel,manual,,maruti,maruti swift
2009,229999.0,230000.0,Diesel,manual,,mahindra,mahindra xylo
2006,140000.0,70000.0,Petrol,manual,,maruti,maruti esteem
2017,600000.0,80362.0,Diesel,manual,,maruti,maruti swift
2012,280000.0,110000.0,Petrol,manual,,hyundai,hyundai i20
2012,150000.0,60000.0,Diesel,manual,,chevrolet,chevrolet beat
2015,650000.0,50000.0,Diesel,automatic,,chevrolet,chevrolet cruze
2014,210000.0,40000.0,Petrol,manual,,nissan,nissan micra
2017,2900000.0,40000.0,Diesel,automatic,,bmw,bmw 5
2013,425000.0,20000.0,Diesel,manual,,chevrolet,chevrolet enjoy
2014,265000.0,55000.0,Petrol,manual,,hyundai,hyundai eon
2018,890000.0,1136.0,Petrol,manual,,fiat,fiat linea
2013,365000.0,55000.0,Petrol,manual,,renault,renault scala
2014,350000.0,43000.0,Petrol,manual,,ford,ford figo
2016,685000.0,60000.0,Diesel,manual,,maruti,maruti ciaz
2018,940000.0,2650.0,Diesel,manual,,skoda,skoda rapid
2017,1000000.0,40000.0,Diesel,manual,,mahindra,mahindra xuv500
2019,1150000.0,15000.0,Petrol,manual,,mahindra,mahindra xuv300
2016,450000.0,115962.0,Diesel,manual,,maruti,maruti ertiga
2015,590000.0,65000.0,Diesel,manual,,nissan,nissan terrano
2017,800000.0,40000.0,Diesel,manual,,maruti,maruti s-cross
2012,385000.0,58000.0,Diesel,manual,,hyundai,hyundai i20
2013,2000000.0,15000.0,Diesel,automatic,,mercedes-benz,mercedes-benz new
2012,235000.0,54000.0,Petrol,manual,,hyundai,hyundai eon
2017,640000.0,56000.0,Diesel,manual,,volkswagen,volkswagen ameo
2006,52000.0,120000.0,Petrol,manual,,maruti,maruti alto
2009,80000.0,90000.0,LPG,manual,,maruti,maruti omni
2012,140000.0,70000.0,Petrol,manual,,maruti,maruti alto
2008,120000.0,90000.0,Petrol,manual,,hyundai,hyundai verna
2008,89999.0,213000.0,Diesel,manual,,mahindra,mahindra renault
2012,180000.0,120000.0,Diesel,manual,,chevrolet,chevrolet optra
2017,1500000.0,20000.0,Diesel,manual,,mahindra,mahindra scorpio
2017,700000.0,10000.0,Petrol,manual,,hyundai,hyundai i20
2012,285000.0,80000.0,Diesel,manual,,maruti,maruti sx4
2015,390000.0,90000.0,Petrol,manual,,hyundai,hyundai grand
2008,125000.0,80000.0,Petrol,manual,,maruti,maruti alto
2008,225000.0,60000.0,Petrol,manual,,maruti,maruti sx4
2011,175000.0,139000.0,Petrol,manual,,hyundai,hyundai i10
2011,1075000.0,160000.0,Diesel,manual,,toyota,toyota innova
2014,300000.0,150000.0,Diesel,manual,,honda,honda mobilio
2010,700000.0,163000.0,Diesel,manual,,toyota,toyota innova
2009,90000.0,120000.0,Diesel,manual,,tata,tata indica
2011,120000.0,120000.0,Diesel,manual,,tata,tata indica
2012,220000.0,100000.0,Diesel,manual,,chevrolet,chevrolet beat
2015,300000.0,140000.0,Diesel,manual,,tata,tata zest
2010,180000.0,87000.0,Diesel,manual,,skoda,skoda fabia
2013,170000.0,70000.0,Petrol,manual,,maruti,maruti 800
2015,300000.0,50000.0,Petrol,manual,,ford,ford figo
2014,1050000.0,70000.0,Diesel,manual,,toyota,toyota innova
2018,465000.0,25000.0,Diesel,manual,,hyundai,hyundai grand
2011,130000.0,80000.0,Diesel,manual,,chevrolet,chevrolet beat
2018,434999.0,10000.0,Petrol,manual,,datsun,datsun go
2018,500000.0,32000.0,Petrol,manual,,hyundai,hyundai grand
2018,200000.0,10000.0,Petrol,manual,,maruti,maruti omni
2017,625000.0,52000.0,Petrol,manual,,maruti,maruti baleno
2006,110000.0,120000.0,Diesel,manual,,ford,ford fiesta
2019,800000.0,11240.0,Petrol,manual,,hyundai,hyundai elite
2017,490000.0,66000.0,Diesel,manual,,hyundai,hyundai grand
2017,880000.0,64000.0,Diesel,manual,,maruti,maruti ertiga
2013,290000.0,49000.0,Petrol,manual,,hyundai,hyundai santro
2006,115999.0,100000.0,Diesel,manual,,tata,tata sumo
2018,360000.0,26500.0,Petrol,manual,,renault,renault kwid
2002,65000.0,100000.0,Petrol,manual,,maruti,maruti 800
2017,685000.0,72000.0,Diesel,manual,,maruti,maruti vitara
2009,300000.0,50000.0,Petrol,manual,,honda,honda jazz
2017,680000.0,44000.0,Diesel,manual,,hyundai,hyundai i20
2017,1000000.0,60000.0,Diesel,manual,,maruti,maruti ertiga
2002,100000.0,120000.0,Diesel,manual,,tata,tata sumo
2010,160000.0,130000.0,Diesel,manual,,mahindra,mahindra xylo
2017,450000.0,70000.0,Diesel,manual,,maruti,maruti swift
2014,600000.0,20000.0,Petrol,manual,,maruti,maruti ertiga
2009,180000.0,60000.0,Diesel,manual,,hyundai,hyundai i20
2007,100000.0,195000.0,Petrol,manual,,maruti,maruti alto
2010,120000.0,90000.0,Petrol,manual,,maruti,maruti alto
2006,130000.0,80000.0,Petrol,manual,,hyundai,hyundai getz
2011,160000.0,155000.0,Petrol,manual,,maruti,maruti wagon
2019,860000.0,35000.0,Diesel,manual,,mahindra,mahindra bolero
2018,650000.0,20000.0,Petrol,manual,,hyundai,hyundai i20
2010,100000.0,80000.0,Petrol,manual,,maruti,maruti wagon
2017,282000.0,20000.0,Petrol,manual,,maruti,maruti alto
2009,300000.0,50000.0,Petrol,manual,,hyundai,hyundai i20
2010,270000.0,110000.0,Petrol,manual,,hyundai,hyundai i20
2013,550000.0,29000.0,Diesel,manual,,hyundai,hyundai verna
2013,450000.0,120000.0,Diesel,manual,,mahindra,mahindra xylo
2011,430000.0,70000.0,Diesel,manual,,mahindra,mahindra bolero
2013,350000.0,40000.0,Petrol,manual,,maruti,maruti ertiga
2017,350000.0,20000.0,Petrol,manual,,honda,honda brio
2013,229999.0,50000.0,Petrol,manual,,toyota,toyota etios
2013,110000.0,50000.0,Petrol,manual,,maruti,maruti alto
2012,395000.0,49000.0,Petrol,manual,,maruti,maruti swift
2011,650000.0,70000.0,Diesel,automatic,,mahindra,mahindra scorpio
2011,350000.0,90000.0,Diesel,manual,,mahindra,mahindra bolero
2020,1400000.0,25000.0,Diesel,manual,,mahindra,mahindra xuv500
2018,360000.0,4000.0,Petrol,manual,,tata,tata tiago
2018,1300000.0,10000.0,Diesel,manual,,mahindra,mahindra marazzo
2015,800000.0,15000.0,Diesel,manual,,renault,renault duster
2018,229999.0,30000.0,Petrol,manual,,hyundai,hyundai eon
2014,315000.0,41000.0,Petrol,manual,,maruti,maruti wagon
2012,125000.0,28000.0,Petrol,manual,,chevrolet,chevrolet spark
2019,700000.0,16000.0,Petrol,manual,,maruti,maruti baleno
2015,160000.0,70000.0,Petrol,manual,,hyundai,hyundai eon
2017,530000.0,10832.0,Petrol,manual,,ford,ford figo
2018,624000.0,14681.0,Diesel,manual,,ford,ford figo
2009,250000.0,50000.0,Petrol,manual,,hyundai,hyundai i10
2016,585000.0,51000.0,Diesel,manual,,mahindra,mahindra bolero
2015,500000.0,25000.0,Petrol,manual,,hyundai,hyundai verna
2014,350000.0,30000.0,Petrol,manual,,chevrolet,chevrolet sail
2014,495000.0,80000.0,Diesel,manual,,honda,honda city
2017,500000.0,50000.0,Petrol,manual,,hyundai,hyundai grand
2015,430000.0,200000.0,Diesel,manual,,mahindra,mahindra bolero
2013,345000.0,44000.0,Petrol,manual,,hyundai,hyundai grand
2015,500000.0,10000.0,Petrol,manual,,maruti,maruti baleno
2019,425000.0,19600.0,Petrol,manual,,tata,tata tiago
2005,80000.0,40000.0,Petrol,manual,,maruti,maruti wagon
2011,106000.0,50000.0,Diesel,manual,,chevrolet,chevrolet beat
2009,180000.0,46730.0,Petrol,manual,,maruti,maruti a-star
2015,250000.0,40000.0,Petrol,manual,,datsun,datsun go
2011,350000.0,80000.0,Diesel,manual,,skoda,skoda yeti
2002,60000.0,80000.0,Petrol,manual,,maruti,maruti zen
2018,900000.0,24000.0,Diesel,manual,,hyundai,hyundai verna
2017,700000.0,21170.0,Diesel,manual,,ford,ford aspire
2013,2000000.0,167223.0,Diesel,automatic,,bmw,bmw 3
2017,1000000.0,40000.0,Diesel,manual,,maruti,maruti ertiga
2011,1375000.0,60000.0,Diesel,automatic,,bmw,bmw x1
2016,1800000.0,141440.0,Diesel,manual,,toyota,toyota innova
2007,160000.0,120000.0,Diesel,manual,,chevrolet,chevrolet tavera
2012,525000.0,140000.0,Petrol,automatic,,mitsubishi,mitsubishi outlander
2012,850000.0,212814.0,Diesel,manual,,mahindra,mahindra xuv500
2019,800000.0,30000.0,Diesel,manual,,maruti,maruti baleno
2017,700000.0,88635.0,Diesel,manual,,ford,ford figo
2018,800000.0,25000.0,Diesel,manual,,maruti,maruti swift
2017,575000.0,20000.0,Petrol,manual,,hyundai,hyundai i20
2012,350000.0,110000.0,Diesel,manual,,renault,renault duster
2008,250000.0,120000.0,Diesel,manual,,maruti,maruti swift
2011,600000.0,149674.0,Diesel,manual,,ford,ford endeavour
2007,370000.0,100000.0,Diesel,manual,,mahindra,mahindra scorpio
2006,80000.0,120000.0,Petrol,manual,,maruti,maruti baleno
2003,50000.0,120000.0,Diesel,manual,,tata,tata indica
2018,900000.0,25000.0,Diesel,manual,,hyundai,hyundai verna
2014,300000.0,35000.0,Petrol,manual,,maruti,maruti wagon
2002,125000.0,40000.0,Petrol,manual,,tata,tata indica
2015,490000.0,60000.0,Diesel,manual,,maruti,maruti swift
2012,300000.0,50000.0,Diesel,manual,,toyota,toyota etios
2013,55000.0,25000.0,Petrol,manual,,tata,tata nano
2016,350000.0,25000.0,Petrol,manual,,hyundai,hyundai grand
2019,755000.0,8000.0,Diesel,manual,,hyundai,hyundai grand
2017,720000.0,60000.0,Diesel,manual,,maruti,maruti ertiga
2006,229999.0,200000.0,Diesel,manual,,mahindra,mahindra bolero
2018,1100000.0,20000.0,Diesel,manual,,mahindra,mahindra scorpio
2013,400000.0,100000.0,Petrol,manual,,volkswagen,volkswagen polo
2015,350000.0,70000.0,Diesel,manual,,hyundai,hyundai xcent
2012,159000.0,68000.0,Diesel,manual,,chevrolet,chevrolet beat
2017,550000.0,38000.0,Petrol,manual,,maruti,maruti swift
2013,335000.0,80000.0,Diesel,manual,,maruti,maruti ritz
2014,185000.0,72000.0,CNG,manual,,tata,tata indigo
2012,229999.0,75000.0,CNG,manual,,maruti,maruti eeco
2014,225000.0,43000.0,Petrol,manual,,maruti,maruti estilo
2007,250000.0,120000.0,Petrol,manual,,maruti,maruti swift
2015,400000.0,100000.0,Diesel,manual,,tata,tata zest
2014,470000.0,163000.0,Diesel,manual,,maruti,maruti swift
2018,300000.0,25000.0,Petrol,automatic,,maruti,maruti alto
2011,145000.0,25000.0,Petrol,manual,,maruti,maruti alto
2007,100000.0,90000.0,Petrol,manual,,maruti,maruti sx4
2014,500000.0,70000.0,Diesel,manual,,mahindra,mahindra scorpio
2010,130000.0,98000.0,CNG,manual,,hyundai,hyundai santro
2010,240000.0,81925.0,Diesel,manual,,chevrolet,chevrolet cruze
2013,150000.0,80000.0,Diesel,manual,,ford,ford figo
2017,270000.0,40000.0,Petrol,manual,,renault,renault kwid
2014,400000.0,90000.0,Diesel,manual,,maruti,maruti swift
2012,200000.0,46000.0,Petrol,manual,,hyundai,hyundai eon
2012,550000.0,80000.0,Diesel,manual,,mahindra,mahindra xuv500
2018,325000.0,35000.0,Petrol,manual,,renault,renault kwid
2017,860000.0,82080.0,Diesel,automatic,,skoda,skoda rapid
2012,600000.0,200000.0,Diesel,manual,,mahindra,mahindra xuv500
2009,125000.0,70000.0,Petrol,manual,,chevrolet,chevrolet spark
2000,60000.0,40000.0,Petrol,manual,,maruti,maruti 800
2010,300000.0,120000.0,Diesel,manual,,chevrolet,chevrolet tavera
2007,190000.0,60000.0,Petrol,manual,,ford,ford fiesta
2013,400000.0,110000.0,Diesel,manual,,maruti,maruti ertiga
2011,260000.0,97000.0,Diesel,manual,,tata,tata manza
2017,400000.0,30000.0,Petrol,manual,,maruti,maruti swift
2010,250000.0,40000.0,Petrol,manual,,hyundai,hyundai i20
2019,600000.0,10000.0,Petrol,manual,,hyundai,hyundai grand
2010,175000.0,52047.0,Petrol,manual,,maruti,maruti zen
2011,450000.0,200000.0,Diesel,manual,,toyota,toyota innova
2019,350000.0,15000.0,Petrol,automatic,,tata,tata tiago
2018,800000.0,50000.0,Diesel,manual,,maruti,maruti vitara
2011,250000.0,70000.0,Petrol,manual,,maruti,maruti swift
2019,600000.0,10000.0,Petrol,manual,,maruti,maruti swift
2017,600000.0,90000.0,Diesel,manual,,maruti,maruti swift
2016,130000.0,40000.0,Petrol,manual,,maruti,maruti alto
2006,90000.0,62009.0,Petrol,manual,,maruti,maruti wagon
2017,595000.0,33100.0,Petrol,manual,,hyundai,hyundai i20
2014,190000.0,40000.0,Petrol,manual,,hyundai,hyundai eon
1999,50000.0,120000.0,Petrol,manual,,hyundai,hyundai santro
2007,95000.0,80000.0,Petrol,manual,,maruti,maruti wagon
2016,1000000.0,70000.0,Diesel,manual,,tata,tata safari
2006,220000.0,220000.0,Petrol,manual,,mahindra,mahindra scorpio
2010,400000.0,50000.0,Diesel,manual,,mahindra,mahindra bolero
2015,315000.0,45000.0,Petrol,manual,,datsun,datsun go
2014,1000000.0,110000.0,Diesel,manual,,toyota,toyota fortuner
2014,500000.0,49000.0,Diesel,manual,,ford,ford ecosport
2018,1600000.0,35000.0,Diesel,automatic,,mahindra,mahindra xuv500
2017,500000.0,160000.0,Diesel,manual,,mahindra,mahindra supro
2007,70000.0,180000.0,Petrol,manual,,maruti,maruti alto
2007,105000.0,60000.0,Petrol,manual,,maruti,maruti 800
2008,400000.0,110000.0,Diesel,manual,,ford,ford endeavour
2004,80000.0,60000.0,Petrol,manual,,maruti,maruti wagon
2016,300000.0,30000.0,Petrol,manual,,maruti,maruti alto
2017,409999.0,40000.0,Diesel,manual,,mahindra,mahindra kuv
2009,250000.0,70000.0,Petrol,manual,,maruti,maruti swift
2010,250000.0,120000.0,Diesel,manual,,tata,tata new
2012,215000.0,80000.0,Diesel,manual,,maruti,maruti swift
2015,1400000.0,120000.0,Diesel,manual,,toyota,toyota fortuner
2018,475000.0,20000.0,Petrol,manual,,honda,honda brio
2018,475000.0,22000.0,Petrol,manual,,honda,honda brio
2008,75000.0,35000.0,Petrol,manual,,chevrolet,chevrolet spark
2013,200000.0,120000.0,Diesel,manual,,chevrolet,chevrolet sail
2019,575000.0,8000.0,Petrol,manual,,tata,tata tiago
2011,150000.0,40000.0,Diesel,manual,,maruti,maruti ritz
2018,850000.0,10000.0,Diesel,manual,,maruti,maruti vitara
2019,350000.0,30000.0,Petrol,manual,,hyundai,hyundai santro
2011,550000.0,54000.0,Diesel,manual,,ford,ford endeavour
2017,330000.0,80577.0,Petrol,manual,,hyundai,hyundai verna
2017,1044999.0,25000.0,Diesel,manual,,honda,honda city
2011,300000.0,127500.0,Diesel,manual,,hyundai,hyundai verna
2015,235000.0,40903.0,Petrol,manual,,hyundai,hyundai eon
2011,120000.0,60000.0,Petrol,manual,,ford,ford figo
2004,130000.0,46000.0,Petrol,manual,,maruti,maruti wagon
2004,275000.0,22288.0,Diesel,manual,,ford,ford endeavour
2011,270000.0,180000.0,Diesel,manual,,volkswagen,volkswagen jetta
2015,500000.0,30000.0,Diesel,manual,,volkswagen,volkswagen polo
2015,400000.0,61690.0,Petrol,manual,,hyundai,hyundai grand
2015,600000.0,64484.0,Petrol,manual,,hyundai,hyundai i20
2012,1350000.0,90000.0,Diesel,automatic,,audi,audi q5
